Genre,budget,vote_average,release_month,revenue,runtime
 'Action',0,3,9,0,140
 'Fantasy',0,5.7,5,0,140
 'Action',0,7.4,12,0,140
 'Drama',0,6.6,1,0,140
 'Comedy',0,3.7,12,0,140
 'Drama',0,7.4,1,0,140
 'Drama',0,5.2,6,0,140
 'Action',1,5.8,5,3,140
 'Drama',0,6,2,0,140
 'Horror',0,5.1,9,0,140
 'Foreign',0,4.9,10,0,140
 'History',0,6.3,10,0,140
 'TV Movie',0,5.3,11,0,140
 'Drama',0,6,6,0,140
 'Drama',0,4.3,4,0,140
 'Comedy',2000000,3.7,5,0,140
 'Music',0,5.5,1,0,140
 'Drama',0,7.2,1,0,140
 'Adventure',0,5.7,6,0,140
 'Drama',0,8.3,6,0,140
 'Thriller',0,7,9,0,140
 'Drama',0,6.3,7,0,140
 'Action',0,2.5,2,0,140
,0,7.5,9,0,140
,0,5,2,0,140
 'Drama',0,5,9,0,140
 'Comedy',300000,10,1,0,140
 'Fantasy',0,9,5,0,140
 'Drama',0,5,9,0,140
 'Action',0,0,1,0,140
 'Comedy',0,0,12,0,140
 'Adventure',0,0,10,0,140
 'Action',0,0,10,0,140
 'Drama',63000000,8.3,10,100853753,139
 'Adventure',85000000,6.9,3,288747895,139
 'Fantasy',258000000,5.9,5,890871626,139
 'Drama',125000000,5.5,3,362637473,139
 'Action',40000000,7.3,12,120175290,139
 'Comedy',6000000,7.4,8,102272727,139
 'Science Fiction',130000000,5.3,5,379014294,139
 'Drama',32000000,6.5,5,54674226,139
 'Comedy',50000000,7.2,12,314178011,139
 'Comedy',50000000,6.7,12,273552592,139
 'Adventure',70000000,7.1,8,90000098,139
 'Thriller',40000000,7.1,12,128798265,139
 'Drama',24000000,6.7,12,64414761,139
 'War',50000000,6.6,6,25035950,139
 'Drama',45000000,6.3,6,0,139
 'Action',70000000,6.8,9,55011732,139
 'Western',22000000,7,8,68296293,139
 'Comedy',3000000,7.4,10,2807390,139
 'Drama',34000000,7,9,32255440,139
 'Drama',0,6.4,8,31911598,139
 'Adventure',28000000,6.5,4,31596911,139
 'Adventure',15000000,7.5,12,31559552,139
 'Comedy',0,7.5,12,0,139
 'Adventure',0,8,12,0,139
 'Thriller',5000000,7,9,1862805,139
 'Drama',45000000,6.5,10,4607608,139
 'Drama',14200000,6.9,5,674918,139
 'Comedy',0,5.3,1,0,139
 'Action',25000000,6.4,12,0,139
 'Drama',9500000,6.8,9,24000000,139
 'Drama',23000000,6.5,12,5837674,139
 'Drama',0,6.9,5,349899,139
 'Action',14734000,6.4,11,6775121,139
 'Drama',0,7.7,5,0,139
 'Comedy',0,6.4,11,0,139
 'Drama',11000000,7.1,9,32861136,139
 'War',10000000,6.7,5,0,139
 'Drama',0,6.1,9,0,139
 'Crime',0,7.7,4,0,139
 'Science Fiction',500000,4.4,3,15000000,139
 'Drama',0,7.5,6,0,139
 'Drama',8978040,6.7,8,0,139
 'Action',5200000,8.1,1,0,139
 'Drama',3750000,6.6,9,0,139
 'Drama',6000000,5.7,12,161000000,139
 'Crime',0,6.7,9,0,139
 'Drama',0,7.3,4,0,139
 'Romance',0,6.7,11,0,139
 'Crime',0,7.1,1,0,139
 'Drama',5510000,6.5,9,18050000,139
 'Action',5000,7.5,12,11083449,139
 'Action',0,6.4,3,0,139
 'Action',0,6.3,4,0,139
 'Documentary',0,6.7,11,0,139
 'Comedy',0,6.1,1,0,139
 'Action',0,4.5,12,126,139
 'History',5000000,6,8,15000000,139
 'Drama',0,6.4,1,0,139
 'Drama',14000000,5.2,3,2474000,139
 'Action',0,6.6,12,0,139
 'Animation',0,6.8,7,0,139
 'Documentary',0,6.6,7,0,139
 'Drama',0,5.6,1,0,139
 'Drama',5000000,5.4,12,12200000,139
 'Drama',0,5.8,1,0,139
 'Drama',0,5.9,9,0,139
 'Drama',0,5.2,12,0,139
 'Drama',0,5.3,1,0,139
 'Action',0,7.7,10,0,139
 'Drama',0,6,6,0,139
 'Documentary',0,6,3,0,139
 'Comedy',0,6,9,0,139
 'Action',0,7.8,3,0,139
 'Mystery',0,5.6,8,0,139
 'Fantasy',0,6.5,2,0,139
 'Drama',0,4,5,0,139
 'Drama',0,6.3,9,0,139
 'Adventure',0,5,7,0,139
 'Documentary',0,8,11,0,139
 'Drama',0,5.5,11,0,139
 'History',0,0,1,0,139
 'Drama',0,0,11,0,139
,0,0,3,0,139
 'Comedy',0,0,,0,139
 'Drama',80000000,7.8,2,294804195,138
 'Adventure',150000000,7.4,6,938212738,138
 'Adventure',150000000,6.7,5,738599701,138
 'Drama',40000000,6.8,12,251171807,138
 'Drama',31000000,6.5,11,161772375,138
 'Thriller',150000000,6.5,5,356613439,138
 'Action',80000000,6.8,6,245676146,138
 'Drama',137000000,5.3,6,245360480,138
 'Thriller',25000000,7.6,10,156822020,138
 'Crime',35000000,7.7,9,126216940,138
 'Drama',40000000,7.1,12,243240178,138
 'Adventure',150000000,6.9,11,212011111,138
 'Drama',4900000,8.2,5,3494070,138
 'Action',75000000,6.7,3,114660784,138
 'Fantasy',0,7.9,2,0,138
 'Drama',8500000,7.6,4,70600000,138
 'Drama',0,7.9,6,3191998,138
 'Crime',30000000,7.2,11,135130999,138
 'Drama',1400000,8,11,63463,138
 'Drama',100000000,6.1,7,35168966,138
 'Drama',0,7.3,4,0,138
 'Thriller',0,7.5,12,0,138
 'Drama',0,6.7,9,0,138
 'Drama',0,7.3,4,38901218,138
 'Drama',1500000,6.4,3,0,138
 'Action',3500000,7.4,1,8000000,138
 'Action',0,7.4,8,0,138
 'Drama',22000000,5.9,2,67800064,138
 'War',8500000,7.4,11,0,138
 'Adventure',25000000,6.4,10,2075084,138
 'Drama',38000000,6.6,11,635096,138
 'Crime',19000000,6.2,8,10000000,138
 'Drama',10000000,6.8,4,27305571,138
 'Action',5600000,6.4,6,29950000,138
 'Drama',0,6.7,6,0,138
 'Drama',0,6.8,10,0,138
 'Drama',3000000,6.8,10,11000000,138
 'Comedy',8000000,5.1,7,365134,138
 'Drama',0,7.2,1,0,138
 'Comedy',0,7.1,3,0,138
 'History',16000000,6.6,10,0,138
 'Drama',6000000,7.2,2,1300000,138
 'Romance',3000000,7.1,1,0,138
 'Music',40000000,6.5,11,23202444,138
 'Animation',0,7.3,7,0,138
 'Documentary',0,8.4,9,0,138
 'Drama',0,7.1,2,0,138
 'Comedy',0,7.2,7,0,138
,0,7.6,2,0,138
 'Romance',0,6.4,1,0,138
 'Action',0,5.6,2,8250000,138
 'Action',0,6.3,4,0,138
 'Romance',0,5.7,9,0,138
 'Drama',0,6.9,5,0,138
 'Documentary',0,7.9,1,0,138
 'Action',4500000,4.2,6,4200000,138
 'Drama',0,7.8,8,0,138
 'Drama',0,6.3,12,0,138
 'Drama',0,6.7,9,0,138
 'Drama',0,4.9,9,0,138
 'Drama',0,5.7,8,0,138
 'Romance',0,6.6,12,0,138
 'Comedy',0,6.2,9,0,138
 'Action',0,4.4,9,0,138
 'War',0,6.4,3,0,138
 'Drama',940000,5.8,4,5100000,138
 'Comedy',310000,7,5,12000000,138
 'Fantasy',0,7.1,3,0,138
 'Comedy',0,6.7,2,0,138
 'Comedy',0,4.7,3,204,138
 'Action',0,6.7,9,0,138
 'History',0,6.5,11,0,138
 'Documentary',0,7.1,12,0,138
 'Horror',0,5.4,9,0,138
 'Music',7000000,5.7,6,0,138
 'Drama',0,8,4,0,138
 'Romance',0,4.6,11,0,138
 'Drama',0,6.2,10,0,138
 'War',0,5.4,12,0,138
,0,7,2,0,138
 'Comedy',0,7.5,10,0,138
 'Romance',0,7,9,0,138
 'Comedy',0,4.6,6,0,138
 'Drama',1500000,6,5,4200000,138
 'Drama',0,5.7,10,0,138
 'Drama',0,7,8,0,138
 'Drama',0,6.8,11,0,138
 'Comedy',0,5.8,1,0,138
 'Adventure',0,5.5,1,0,138
 'Drama',0,10,11,0,138
 'Drama',0,3,4,0,138
,0,0,1,0,138
 'Drama',0,0,11,0,138
 'Action',97000000,7.6,2,616801808,137
 'Action',200000000,7.6,4,863416141,137
 'Action',100000000,7.7,7,520000000,137
 'Action',190000000,7.3,4,1506249360,137
 'Action',160000000,6.6,11,653428261,137
 'Horror',18500000,7.7,7,183316455,137
 'Drama',65000000,7.3,12,163442937,137
 'Drama',2000000,7.9,3,70000000,137
 'Adventure',197471676,6.7,7,90024292,137
 'Drama',35000000,6,11,84606030,137
 'Drama',32000000,7,9,28258060,137
 'Action',32000000,6.7,12,51155219,137
 'Action',40000000,6.5,12,30925690,137
 'Crime',50000000,6.1,3,3324330,137
 'Drama',6000000,7.6,9,9077700,137
 'Adventure',29000000,6.6,1,70752904,137
 'Action',75000000,6.4,5,152368585,137
 'Animation',49300000,8,11,24186232,137
 'Comedy',24000000,7.2,9,41895491,137
 'Adventure',25000000,5.5,5,8784318,137
 'Drama',62000000,7,9,1060056,137
 'Drama',19800000,6.8,11,87754044,137
 'Drama',8000000,7.2,3,7594693,137
 'Drama',28000000,5.8,9,1749201,137
 'Drama',0,6.6,10,0,137
 'Drama',28000000,7,5,47951979,137
 'Drama',0,6.8,3,0,137
 'Music',0,6.9,12,106269971,137
 'Western',145000000,5.8,4,25819961,137
 'Comedy',0,8,10,0,137
 'Action',10000000,6.2,3,100489151,137
 'Drama',50000000,6.3,9,0,137
 'Drama',25500000,7.6,12,0,137
 'War',9000000,7.4,10,0,137
 'History',0,7.4,9,0,137
 'Drama',33000000,6.7,11,1132112,137
 'Comedy',0,7.4,10,0,137
 'Action',0,6.9,12,0,137
 'Drama',0,7.6,10,0,137
 'Action',0,6.8,7,0,137
 'Crime',0,6.8,2,0,137
 'Adventure',0,6.8,12,0,137
 'Drama',0,6.9,10,0,137
 'Action',0,7.5,1,0,137
 'Comedy',0,6.9,9,1334786,137
 'Drama',0,6.7,10,0,137
 'Comedy',5750000,6.5,2,10000000,137
 'Romance',0,6.8,12,0,137
 'Drama',0,7,11,0,137
 'Documentary',0,8,11,0,137
 'Drama',0,6.1,11,0,137
 'Action',30000000,6.5,9,0,137
 'Drama',0,6.1,12,0,137
 'Action',0,5.9,12,0,137
 'Drama',0,6.5,5,0,137
 'Drama',0,5.6,12,0,137
 'Drama',0,5.9,2,0,137
 'Drama',0,5.7,3,0,137
 'Drama',0,7.6,1,0,137
 'Drama',0,7.1,1,0,137
 'Drama',1823152,4.9,1,7133082,137
 'Comedy',0,4.9,6,0,137
 'Documentary',0,5.9,2,0,137
 'Drama',0,7.5,2,80551,137
 'Crime',0,7,1,0,137
 'Drama',0,6.2,9,0,137
 'Action',0,5.3,7,0,137
 'Drama',0,6.3,3,0,137
 'Drama',3000000,6.8,12,0,137
 'Drama',0,7.1,8,0,137
,0,5.3,5,0,137
 'Drama',0,6.4,2,0,137
 'War',0,7.2,11,0,137
 'Drama',0,4.4,10,0,137
 'Drama',0,4.9,12,0,137
 'Romance',592,6.5,8,1,137
 'Drama',0,6.8,9,0,137
 'Comedy',0,8.8,2,0,137
 'Crime',0,5.8,2,0,137
 'Drama',0,7.2,1,0,137
 'Mystery',0,6.5,8,0,137
 'Romance',0,4,5,0,137
 'Drama',0,5.5,3,0,137
 'Comedy',0,6.7,12,0,137
 'Drama',0,6.2,3,0,137
 'Thriller',884130,6.2,10,2259444,137
 'Drama',0,8,2,0,137
 'Drama',0,8,2,0,137
 'Comedy',0,6.5,5,0,137
 'Comedy',0,0,2,0,137
 'Comedy',0,0,2,0,137
 'Action',63000000,7.9,3,463517383,136
 'Action',245000000,7.5,12,2068223624,136
 'Action',215000000,6.5,6,752215857,136
 'Action',170000000,7.6,3,714766572,136
 'Adventure',380000000,6.4,5,1045713802,136
 'Adventure',115000000,6.4,5,924317558,136
 'Action',30000000,7.7,4,152159461,136
 'Action',250000000,6.8,4,1238764765,136
 'Science Fiction',2200000,8,12,26589000,136
 'Action',126000000,6.5,7,162949164,136
 'Action',75000000,6.9,6,335062621,136
 'Comedy',85000000,6.7,12,194168700,136
 'Action',95000000,6.3,7,250288523,136
 'Fantasy',65000000,6.6,12,93525586,136
 'Drama',68000000,6.5,12,203388341,136
 'Mystery',4000000,7.8,7,13275000,136
 'Drama',7400000,7,5,21817298,136
 'Horror',3200000,7.5,6,33395426,136
 'Drama',28000000,7.3,9,186438883,136
 'Adventure',70000000,7,9,131457682,136
 'Drama',68000000,5.2,3,75715436,136
 'Action',60000000,5.5,3,74208267,136
 'Drama',30000000,7.3,1,76669806,136
 'Drama',16500000,7.2,12,135000000,136
 'Western',100000000,6.5,3,108103450,136
 'Drama',43000000,7,12,80049764,136
 'Romance',26000000,6.9,10,14821658,136
 'Drama',0,8.2,11,0,136
 'Science Fiction',18000000,5.5,6,70687344,136
 'Drama',25000000,6.7,5,21567853,136
 'War',80000000,7.1,1,121059225,136
 'Comedy',17000000,6.9,8,29712172,136
 'Action',0,6.5,8,0,136
 'Thriller',0,7,12,0,136
 'Adventure',12000000,6.6,12,0,136
 'Romance',0,6.3,9,11567449,136
 'Thriller',75000000,8,9,0,136
 'Drama',0,8.4,1,0,136
 'Drama',0,7.1,1,0,136
 'Music',0,7.2,1,0,136
 'Comedy',0,5.2,1,88335,136
 'Documentary',0,7.2,9,0,136
 'Drama',0,7,1,0,136
 'Drama',0,6.2,11,42160849,136
 'Drama',0,6.7,5,0,136
 'Drama',4100000,6.6,4,4300000,136
 'Comedy',2900000,7.3,12,5000000,136
 'Action',0,5.2,2,0,136
 'Drama',0,6.3,11,0,136
 'Comedy',0,5.1,3,0,136
 'Mystery',5069632,6.8,6,4817642,136
 'Crime',0,7,5,0,136
 'Crime',0,6.5,1,0,136
 'Drama',0,6.4,6,0,136
 'Thriller',0,5.5,8,0,136
 'Drama',0,6.6,4,1942423,136
 'Documentary',0,7.9,11,0,136
 'Action',0,6,3,0,136
 'Drama',0,6.9,4,0,136
 'Animation',0,6.2,2,0,136
 'Drama',0,6.7,1,0,136
 'Comedy',0,5.5,12,0,136
 'Action',0,6.5,2,0,136
 'Action',0,5.8,9,0,136
 'Drama',10000000,5.7,1,0,136
 'Comedy',0,6.6,1,0,136
 'Drama',0,7,11,0,136
 'Action',0,6.4,6,0,136
 'Drama',0,6.5,9,0,136
 'Documentary',0,7.3,9,0,136
 'Fantasy',79000,6.8,10,170000,136
 'Drama',0,7.1,5,0,136
 'Drama',0,7.6,3,0,136
 'Drama',0,7.6,1,0,136
 'Action',7000000,5.1,5,16000000,136
 'Comedy',0,7.9,3,0,136
 'History',0,7,8,0,136
 'Drama',0,6.4,5,0,136
 'Drama',1390000,8,11,0,136
,0,7.7,4,0,136
 'Drama',0,2.5,3,0,136
 'Comedy',0,7,1,0,136
 'Drama',0,8,2,0,136
 'Drama',0,5,2,0,136
 'Drama',0,5,2,0,136
 'Animation',0,5,1,0,136
 'Comedy',0,1,4,0,136
 'Documentary',0,8,10,0,136
 'Drama',0,0,2,0,136
 'Music',0,0,7,0,136
 'Documentary',0,0,1,0,136
 'Adventure',32350000,7.9,5,572700000,135
 'War',68000000,7.4,10,211817906,135
 'Drama',60000000,7.7,12,313542341,135
 'Comedy',40000000,7,9,244931766,135
 'Drama',9000000,7.5,11,75026965,135
 'Drama',28000000,7.8,9,121147947,135
 'Science Fiction',20000000,7.2,11,303788635,135
 'Adventure',175000000,5.9,7,264218220,135
 'Crime',15000000,7.2,12,13060843,135
 'Action',75000000,6.5,8,136982834,135
 'Drama',24000000,7.3,5,182016617,135
 'Action',120000000,5.7,5,93945766,135
 'Drama',30000000,6.4,12,30536013,135
 'Drama',3700000,7.4,6,31800000,135
 'Action',26000000,7.1,12,0,135
 'Drama',40000000,6.7,11,45916769,135
 'Drama',1000000,7.4,8,24444121,135
 'Drama',0,6.7,5,0,135
 'Action',65000000,6.1,12,0,135
 'Drama',980000,7.9,10,0,135
 'Drama',20000000,6.6,10,4001121,135
 'Thriller',60000000,6.1,11,0,135
 'Drama',28000000,7,2,64445708,135
 'Drama',40000000,6.7,11,31670620,135
 'Comedy',45000000,5.9,8,53854588,135
 'Action',0,8.2,9,0,135
 'Drama',50000000,5.5,10,10382407,135
 'Drama',0,6.6,12,7286388,135
 'Action',0,7.5,9,0,135
 'Drama',5000000,6.9,6,13269963,135
 'Adventure',0,6.4,12,0,135
 'Action',0,6.7,7,83519699,135
 'Comedy',0,7.1,6,0,135
 'Comedy',0,7.6,12,0,135
 'Drama',0,6.9,11,3759582,135
 'Drama',0,6.9,5,0,135
 'Comedy',0,7.3,12,0,135
 'Comedy',0,6.9,12,0,135
 'Comedy',0,6.6,11,0,135
 'Drama',4100000,6.4,9,36000000,135
 'Thriller',0,7.1,2,0,135
 'Thriller',0,6.7,2,0,135
 'Drama',0,6.5,12,0,135
 'Action',0,6.4,4,0,135
 'Drama',2800000,6.7,5,2616503,135
 'Drama',25000000,7.5,7,0,135
 'Comedy',0,6.1,7,0,135
 'Drama',0,7.8,11,0,135
 'Romance',0,7.1,10,0,135
 'Drama',0,6,12,0,135
 'Comedy',0,5.2,4,0,135
 'Documentary',0,8,1,0,135
 'Crime',0,5.8,2,0,135
 'Action',8000000,6.6,12,0,135
 'Crime',0,7.3,3,0,135
 'Action',9000000,7.2,8,18130000,135
 'Drama',0,6.8,10,22512655,135
 'Drama',0,6.9,3,0,135
 'Action',0,3.7,12,0,135
 'War',35000000,6.7,9,15000000,135
 'Comedy',0,6.3,10,0,135
 'Drama',0,6.1,9,0,135
 'Drama',0,7.6,11,0,135
 'Action',14000000,5.3,1,25000000,135
 'Drama',0,6.9,10,0,135
 'Drama',0,6.9,9,0,135
 'Drama',0,6,1,0,135
 'Drama',10,6.8,7,0,135
 'Comedy',0,6.9,3,0,135
 'Drama',0,6.5,5,0,135
 'Drama',0,6,1,345872,135
 'Comedy',0,6.9,9,0,135
 'Action',0,7.4,4,0,135
 'Action',0,7.3,9,0,135
 'Action',0,6.9,1,0,135
 'Comedy',0,6.1,9,0,135
 'Comedy',3700000,5.8,2,0,135
 'War',3000000,6.3,3,0,135
 'Action',0,6.3,11,0,135
 'Comedy',0,5.3,11,0,135
 'Western',0,5.6,6,0,135
 'Documentary',0,7.9,6,0,135
 'Drama',0,6.6,9,0,135
 'Comedy',0,4.3,10,0,135
 'Action',0,6.4,12,0,135
 'Drama',0,5.6,5,0,135
 'Drama',4330000,6.7,11,0,135
 'History',0,5.4,3,0,135
 'Comedy',0,5.8,1,0,135
 'Foreign',0,5.8,11,0,135
 'Fantasy',0,6,7,0,135
 'Documentary',0,6.7,6,0,135
 'Comedy',0,6.4,9,0,135
 'Horror',0,8.6,2,0,135
 'Drama',0,7.2,12,0,135
 'Drama',0,7.9,12,0,135
 'Thriller',0,4.4,10,0,135
 'Drama',0,4.2,7,47636016,135
 'Comedy',0,5.9,12,0,135
 'Drama',0,6.9,5,0,135
 'Drama',0,6.6,9,0,135
 'History',12000000,5.3,10,0,135
 'Comedy',0,6.3,11,0,135
 'Horror',0,5.6,4,0,135
 'Comedy',0,6.2,12,0,135
 'Drama',0,6.7,12,0,135
 'History',0,5.7,12,0,135
 'Comedy',0,6.6,9,0,135
 'TV Movie',0,6.1,1,0,135
 'Family',0,6.4,11,0,135
 'War',0,6.4,9,0,135
 'Drama',1750000,4.4,11,0,135
 'Drama',0,6.8,8,0,135
 'Drama',0,7.2,7,0,135
 'Comedy',0,6.9,8,0,135
 'Fantasy',0,5.8,8,0,135
 'Documentary',0,6.4,1,0,135
 'Action',6000000,5.6,10,11171900,135
,0,7.6,2,0,135
 'Comedy',0,6.5,10,0,135
 'Comedy',0,6.1,1,0,135
 'Drama',0,5,11,0,135
 'Music',0,6.1,4,0,135
 'Drama',0,7.5,9,0,135
 'History',0,8.1,2,0,135
 'Drama',0,7,9,0,135
 'Romance',0,6.7,3,0,135
 'Drama',0,5,5,0,135
 'Drama',0,7.8,9,0,135
,0,4.8,11,0,135
 'Documentary',0,7.5,10,0,135
 'Drama',0,2,12,0,135
 'Documentary',0,6,9,0,135
 'Comedy',0,4.3,3,0,135
 'Drama',0,3.5,9,0,135
,0,5,10,0,135
 'Drama',0,1,10,0,135
 'Adventure',0,5,12,0,135
 'Drama',1300000,5,2,639000,135
 'Music',0,0,2,0,135
 'Drama',0,0,11,0,135
 'Drama',0,0,8,0,135
 'Adventure',0,0,6,0,135
,0,0,8,0,135
 'Drama',20000000,7.9,10,187000000,134
 'Action',55000000,7.6,10,95000000,134
 'Adventure',26500000,8.2,7,159375308,134
 'Horror',40000000,7,5,320170008,134
 'Drama',14000000,7.5,9,178043761,134
 'Drama',40000000,7,9,37279439,134
 'Drama',60000000,7,12,122233971,134
 'Action',30000000,7.2,3,199200000,134
 'Drama',24000000,6.5,5,12096300,134
 'Comedy',35000000,5.6,12,88058786,134
 'Drama',15000000,7.5,1,3675201,134
 'Action',135000000,5.7,7,163794509,134
 'Action',5000000,7,2,24804129,134
 'Science Fiction',75000000,5.8,2,13100000,134
 'Drama',3000000,5.2,7,249083,134
 'Drama',10000000,7.3,6,4160851,134
 'Adventure',36000000,5.8,10,160000000,134
 'Drama',115000000,5.8,6,77628265,134
 'Action',55000000,5.9,7,127600435,134
 'Drama',70000000,6.6,12,154937680,134
 'Music',40000000,6.8,6,67347013,134
 'Drama',2000000,7.6,9,7600000,134
 'Drama',11500000,7.5,11,23237911,134
 'Drama',30000000,6.8,9,0,134
 'Adventure',23000000,5.9,9,90614445,134
 'Action',0,7.2,8,61700000,134
 'Crime',0,7.1,5,14096321,134
 'Comedy',45000000,6.1,12,38058335,134
 'Comedy',30000000,7.2,10,8454301,134
 'History',55000000,5.9,12,141047179,134
 'Thriller',0,7.2,2,0,134
 'Drama',0,7.4,1,0,134
 'Drama',0,6.9,4,0,134
 'Action',0,7.4,8,3826459,134
 'Drama',0,6,5,21202829,134
 'Drama',28000000,6.8,12,5684789,134
 'Drama',0,7.6,1,0,134
 'Crime',3500000,7.4,12,13007551,134
 'Drama',30000000,6,12,49114016,134
 'Drama',0,6.5,9,0,134
 'Action',24000000,6.5,8,18707466,134
 'Drama',0,6.6,9,8524534,134
 'Adventure',24000000,5.8,10,21049053,134
 'Action',10000000,6.3,7,0,134
 'Drama',0,7.1,9,0,134
 'Science Fiction',0,6.7,12,0,134
 'Drama',0,6.8,12,0,134
 'Adventure',0,6.9,5,0,134
 'Action',1400000,7.1,7,16361885,134
 'Drama',1344000,6.7,6,13500000,134
 'Romance',0,7.5,8,0,134
 'Romance',15000000,5.3,2,0,134
 'Crime',0,6.9,9,0,134
 'Drama',5000000,6.1,10,0,134
 'Drama',7720000,6.9,4,0,134
 'Drama',20000000,7.2,4,0,134
 'Drama',0,6.8,1,0,134
 'Crime',0,7.4,9,0,134
 'Drama',0,6.8,4,0,134
 'Drama',0,7,10,0,134
 'Drama',0,6.7,10,0,134
 'Drama',0,7,11,37000000,134
 'Drama',0,7.4,4,0,134
 'Drama',0,6.6,3,0,134
 'Foreign',0,6.8,3,0,134
 'History',0,5.8,6,0,134
 'Drama',0,5.5,9,0,134
 'Drama',0,6.8,12,0,134
 'Drama',0,6.4,12,0,134
 'Fantasy',0,6.8,3,0,134
 'Drama',0,6.8,3,0,134
 'Fantasy',650000,7.1,1,0,134
 'Drama',0,6,5,0,134
 'Action',0,6.5,9,0,134
 'Action',0,5.6,1,0,134
 'Thriller',0,7.9,6,0,134
 'Drama',0,7.8,2,0,134
 'Drama',0,5.8,6,0,134
 'Drama',0,6.2,10,0,134
 'Drama',0,6.4,5,0,134
 'Fantasy',0,5.6,5,0,134
 'Thriller',0,7,9,0,134
 'Adventure',450000,6.4,10,2300000,134
 'Drama',0,4.3,6,0,134
 'Thriller',0,7.7,2,0,134
 'Drama',0,5.5,12,0,134
 'Drama',0,7,1,0,134
 'Music',0,7.3,12,0,134
 'Drama',0,5.9,6,0,134
 'Documentary',0,7.4,10,0,134
 'Drama',0,4.1,9,0,134
 'Action',0,6.6,11,0,134
,0,6.5,8,0,134
 'Science Fiction',0,6.2,6,0,134
 'Action',0,5.7,6,0,134
 'War',0,8.3,11,0,134
 'Music',0,7.7,11,0,134
 'Science Fiction',0,3.3,9,0,134
 'Thriller',10000000,5,9,0,134
 'Comedy',0,5.3,6,0,134
 'Drama',0,4.5,10,0,134
 'War',0,10,7,0,134
 'Drama',0,7,11,0,134
 'Comedy',0,3,12,0,134
 'Action',0,5,6,0,134
 'Drama',0,0,8,0,134
 'Animation',0,0,1,0,134
 'Adventure',180000000,7.2,11,809342332,133
 'Action',200000000,7.4,12,1056057273,133
 'War',58800000,7.4,12,542307423,133
 'Action',145000000,6.8,12,694713380,133
 'Adventure',110000000,6.8,4,407711549,133
 'Drama',3000000,8.3,11,108981275,133
 'Drama',37000000,7.3,11,173567581,133
 'Drama',25000000,7.6,12,412800000,133
 'Drama',50000000,7,9,110206216,133
 'Adventure',140000000,5.8,11,431971116,133
 'Music',27000000,7.5,6,115229890,133
 'Romance',30000000,6.9,11,51148651,133
 'Crime',70000000,5.1,1,17752940,133
 'Horror',38000000,6.3,8,58401898,133
 'Drama',60000000,5.8,8,204594016,133
 'Adventure',30000000,7.2,12,160638883,133
 'Crime',45000000,6.8,12,50548152,133
 'Adventure',32000000,5.9,7,156167015,133
 'Drama',70000000,5.8,9,134748021,133
 'Drama',30000000,6.8,9,20348249,133
 'Adventure',0,7.1,9,0,133
 'Drama',20000000,6.9,9,25956113,133
 'Drama',13000000,7.6,12,65796862,133
 'Drama',47000000,7.1,10,0,133
 'Drama',0,7.9,5,0,133
 'Crime',17000000,6.2,1,29536299,133
 'History',0,7.1,9,0,133
 'Action',55000000,5.8,3,121969216,133
 'Action',80000000,7.3,11,0,133
 'Drama',5000000,7,4,0,133
 'Drama',1250000,7.5,4,0,133
 'Drama',500000,8.2,7,0,133
 'Drama',4550000,7.3,6,21300000,133
 'Comedy',20000000,6.8,12,51249404,133
 'Fantasy',0,5.9,12,0,133
 'Crime',0,6.6,5,0,133
 'Western',3000000,7.3,8,9012000,133
 'Drama',0,7.3,10,154120,133
 'Action',5800000,7.2,9,6800000,133
 'Action',0,5.9,9,72287783,133
 'Drama',2840000,7.3,9,11620000,133
 'Drama',64000000,5.3,10,74608570,133
 'Drama',0,6.6,12,17636261,133
 'Drama',20000000,6.2,7,13204291,133
 'Crime',0,7,12,0,133
 'Crime',0,6.7,2,0,133
 'War',8,7.7,8,33579813,133
 'Music',0,7.7,9,0,133
 'Drama',0,5.6,9,0,133
 'Drama',0,7,2,0,133
 'Action',0,7.3,4,0,133
 'Drama',10000000,7.1,7,0,133
 'Drama',0,7.2,12,0,133
 'Drama',15000000,5.3,12,11300653,133
 'History',13000000,5.1,12,0,133
 'Comedy',1688000,6.4,1,2270000,133
 'Action',10500000,5.6,8,0,133
 'Thriller',0,7,8,0,133
 'Drama',0,6.7,9,0,133
 'Drama',3250000,6.6,12,0,133
 'Action',0,6.7,1,0,133
 'Action',0,6.4,4,0,133
 'Drama',0,6.1,5,0,133
 'Action',2500000,6.4,1,0,133
 'History',0,6.3,11,0,133
 'Thriller',0,5.2,3,0,133
 'Drama',0,4.9,3,0,133
 'Drama',0,6.1,8,0,133
 'War',7500000,6.6,9,9100000,133
 'Drama',0,7.6,4,0,133
 'Drama',0,6.8,12,0,133
 'Drama',0,5.3,3,0,133
 'Drama',0,6.8,4,0,133
 'Family',0,7.1,1,0,133
 'Comedy',0,7.4,11,33053559,133
 'Comedy',0,3.8,11,0,133
 'War',0,6.5,11,0,133
 'Comedy',0,7.9,9,0,133
 'Thriller',0,7.4,3,0,133
 'Comedy',140000,7.1,11,0,133
 'Drama',0,5.9,1,0,133
 'Comedy',0,6.9,9,0,133
 'Drama',0,7.4,9,0,133
 'Drama',0,5.1,12,0,133
 'Action',10,6.6,4,0,133
 'Drama',0,6.1,5,0,133
 'Horror',0,5.4,12,0,133
 'Drama',0,6.4,10,0,133
