Genre,budget,vote_average,revenue,runtime
'Action',75000000,6.5,224012234,115
'Adventure',16000000,6.2,109449237,116
'Thriller',15000000,6.3,148868835,81
'Crime',37000000,7.1,86915017,110
'Comedy',85000000,6.7,665692281,91
'Drama',25000000,5.8,372234864,113
'Action',90000000,6.8,245676146,138
'Adventure',55000000,6.9,129042871,97
'Action',175000000,6.6,340487652,107
'Drama',30000000,6.5,162949164,136
'Action',85000000,7.4,151119219,94
'Action',61000000,6.8,113714830,118
'Action',13000000,6.6,449220945,183
'Comedy',0,7.3,22863596,112
'Mystery',55000000,5,179179718,103
'War',12500000,6.2,126041322,107
'Comedy',35000000,6.6,100000000,93
'Animation',53000000,6.8,378882411,141
'Drama',110000000,6.9,585349010,101
'Drama',65000000,6.2,216972543,107
'Action',25000000,6.1,136267476,102
'Fantasy',15000000,6.3,250288523,136
'Action',75000000,6,63327201,125
'Thriller',25000000,6.9,153083102,106
'Action',80000000,6.1,104384188,99
'Drama',1800000,8,65884703,170
'Mystery',3500000,7.6,412800000,133
'Adventure',70000000,7.6,414211549,118
'Comedy',19000000,7.6,377910544,120
'Action',35000000,6.7,201585328,109
'Comedy',40000000,6.4,107217396,86
'Fantasy',70000000,7.4,64191523,120
'Action',150000000,5.7,63647656,106
'Animation',175000000,5.9,50549107,105
'Drama',878000,6.7,15656193,118
'Action',70000000,7.8,87100449,123
'Adventure',150000000,6.4,408247917,106
'Animation',100000000,7,32056467,83
'Comedy',45000000,7,35692920,94
'History',65000000,7,441286195,125
'Action',70000000,7.4,56308881,110
'Comedy',35000000,5.7,491868548,130
'Horror',15000000,6.6,196482882,99
'Animation',858000,5.8,154984035,118
'Action',125000000,6.4,285176741,119
'Fantasy',35000000,6.9,206071502,105
'Action',95000000,7.2,102391382,88
'Family',123000000,7.6,76270454,119
'Action',260000000,7.2,115922175,132
'Science Fiction',18000000,6.5,250200000,88
'Drama',65000000,7.4,0,101
'Comedy',52000000,6.4,0,116
'Action',200000000,5.9,222231186,88
'Drama',50000000,7.3,115350426,112
'Animation',60000000,6.2,624029371,92
'Adventure',270000000,5.9,875457937,87
'Comedy',11500000,7.7,126216940,138
'Crime',25000000,6.2,161025640,120
'Adventure',145000000,6.5,161772375,138
'Horror',23000000,5.4,174822325,119
'Drama',11000000,5.9,0,90
'Action',85000000,7.1,306941670,97
'Drama',57000000,7.7,159157447,131
'Comedy',15000000,7.2,152944660,144
'Animation',2600000,6.7,186053725,95
'Comedy',80000000,7,188441614,112
'Action',65000000,6.8,350448145,116
'Adventure',100000000,7.4,149295601,121
'Drama',50000000,6.7,783766341,127
'Drama',14500000,5.6,109906372,112
'Comedy',40000000,6.6,281929795,97
'Drama',28000000,6.7,203427584,121
'Drama',35000000,5,243843127,100
'Action',100000000,7.3,8203235,101
'Horror',5000000,7.2,252276927,110
'Comedy',25000000,5.5,81967450,96
'Comedy',60000000,7.7,20045115,94
'Comedy',40000000,5.7,0,107
'Science Fiction',70000000,6.3,624026776,106
'Comedy',20000000,6.7,275293450,149
'Animation',75000000,5.7,245527149,113
'Action',60000000,7.7,90247624,123
'Fantasy',22000000,7.1,73326666,92
'Drama',28000000,8,14980005,120
'Animation',4000000,6.3,98837872,122
'Comedy',30000000,7.2,303788635,135
'Family',132000000,7,244931766,135
'Horror',25000000,6.6,245724603,107
'Romance',8500000,6.2,310669540,140
'Drama',6000000,5.4,371876278,110
'Animation',80000000,7.3,163442937,137
'History',80000000,7.4,65663276,112
'Adventure',15000000,6.4,609841637,108
'Comedy',25000000,7.3,3000000,97
'Comedy',28000000,5.7,179265204,110
'Action',85000000,7.8,5028948,91
'Action',25000000,6.4,116980662,97
'Drama',175000000,5.8,101702060,93
'Crime',42000000,6.1,60780981,89
'Drama',27000000,6.5,484635760,96
'Action',10000000,5.8,0,116
'Action',45000000,6.5,214104620,140
'Crime',53000000,5.9,174578751,106
'Horror',15000,5.7,224803475,88
'Drama',60000000,6.7,90574188,94
'Drama',52500000,6.7,173930596,109
'Adventure',180000000,7.1,132180323,147
'Fantasy',90000000,7.3,63464861,104
'Drama',52000000,6,287553595,108
'Crime',35000000,5.7,242688965,102
'Comedy',6000000,7,142851197,118
'Adventure',50000000,6.5,97552050,104
'Thriller',30000000,5.5,563749323,103
'Thriller',4000000,6.2,173185859,112
'Drama',90000000,7.8,116112375,178
'Comedy',22000000,6.4,302710615,86
'Animation',80000000,7.2,368875760,130
'Fantasy',6000000,7.2,172989651,144
'Drama',30000000,7,152000000,116
'Thriller',0,6.7,153962963,105
'Adventure',18500000,7,180274123,113
'Action',100000000,6.5,150483765,109
'Adventure',60000000,6.3,205366737,131
'Comedy',21000000,5.6,108758521,91
'Crime',65000000,7.4,34533783,107
'Romance',42000000,7,363889678,124
'Drama',11715578,7,102000000,170
'Horror',45000000,6.4,117000000,98
'Crime',12000000,6.5,247275374,107
'Crime',48000000,7.1,55675257,78
'Fantasy',140000000,6.7,46089287,109
'Drama',25000000,5.9,155446362,121
'Thriller',100000000,8,9440272,95
'Action',25000000,6.5,100000000,88
'Action',69000000,7.1,147332697,93
'Crime',87000000,6,237681299,107
'Horror',20000000,6,226497209,118
'Action',130000000,7.2,98410061,112
'Romance',105000000,5.6,264105545,98
'Action',30000000,6.4,225990978,104
'Action',75000000,5.9,103039258,119
'Horror',4000000,6.9,244082376,115
'Action',30000000,7.4,71441250,110
'Animation',4000000,6.1,85512300,109
'Science Fiction',39000000,7.3,78874843,106
'Comedy',8000000,6.7,132820716,157
'Comedy',20000000,7.4,266465037,157
'Horror',45000000,6.7,19422261,110
'Comedy',8000000,7.3,130293714,146
'Drama',40000000,6.6,230884728,121
'Action',30000000,6.2,98337295,119
'Action',30000000,5.6,212902372,125
'Thriller',5000000,4.7,318502923,103
'Fantasy',130000000,7,196114570,104
'Science Fiction',65000000,6.9,61181942,123
'Crime',13000000,4.7,149217355,95
'Action',120000000,6.5,127869379,106
'Drama',40000000,5.8,246984278,100
'Thriller',100000000,7.2,42000000,131
'Drama',25000000,6.2,196781193,109
'Drama',30000000,5.9,144492830,109
'Action',90000000,5.4,61648500,96
'Mystery',65000000,6.3,183936074,100
'Crime',53000000,6.3,214918407,117
'Comedy',37000000,6.5,141407024,118
'Comedy',85000000,7.2,10680275,118
'Animation',120000000,6.1,86175291,130
'Comedy',35000000,6.5,94679598,104
'Comedy',30000000,5.3,173000000,96
'Action',33000000,7.3,643034466,107
'Action',92000000,7,122233971,134
'Action',40000000,7,175372502,97
'Comedy',37000000,6.2,219076518,129
'Drama',25000000,6.5,0,106
'Mystery',839727,6,126248813,107
'Family',0,7.2,85306374,124
'Adventure',70000000,6.5,188072649,107
'Adventure',44000000,7.7,20416563,94
'Drama',17000000,7.2,232617430,158
'Horror',5000000,5.9,112343513,110
'Drama',6000000,6.1,127730736,95
'Drama',10000000,6.1,147780440,107
'Action',40000000,7.6,920100000,127
'Adventure',400000,6.5,6676471,93
'Drama',11000000,7.5,43884652,99
'Comedy',17000000,5.7,287594577,91
'Action',40000000,7,24127895,122
'Comedy',4000000,6.7,41596251,123
'Horror',15000000,7.2,45967935,114
'Comedy',38000000,6.2,293329073,100
'Comedy',15000000,7.5,46471023,87
'Action',80000000,7.6,68263166,94
'Comedy',31000000,7,188133322,114
'Comedy',6000000,6.7,200276000,121
'Adventure',70000000,7.7,47801389,93
'Horror',1800000,6.6,68572378,94
'Comedy',60000000,6.8,43528634,100
'Action',95000000,6.2,105200903,113
'Science Fiction',50000000,6.6,101624843,111
'Western',55000000,7,137587063,96
'Family',150000000,5.9,152263880,97
'Animation',812000,6.7,57096190,126
'Adventure',40000000,6.8,215000000,110
'Action',45000000,6.6,114977104,115
'Drama',15000000,6.3,208076205,115
'Comedy',11000000,6.7,163670000,109
'Comedy',38000000,6.5,69823199,123
'Animation',110000000,6.5,261572744,82
'Crime',50000000,6.2,137551594,106
'Drama',75000000,6.1,212385533,90
'Adventure',58000000,7.9,77208711,158
'Fantasy',175000000,6.3,273339556,147
'Comedy',30000000,6.1,234989584,113
'Action',60000000,6.5,63782078,111
'Action',100000000,6.7,317375031,108
'Comedy',35000000,7.2,62076141,111
'Animation',45000000,5.5,112265139,94
'Drama',130000000,5.3,19145732,90
'Crime',7000000,5.5,227817248,119
'Drama',12000000,7.2,181813770,110
'Action',35000000,6.1,129394835,94
'Drama',100000000,6.4,102984862,100
'Crime',46000000,5.5,301000000,99
'Fantasy',78000000,7.3,120175290,139
'Action',150000000,6.6,102820008,112
'Comedy',80000000,6.8,35485608,140
'Crime',35000000,7.9,124272124,146
'Fantasy',90000000,7.2,48126384,109
'Horror',4900000,5.9,179379533,83
'Drama',6500000,6.8,28883511,105
'Action',12000000,5.6,173965010,111
'Action',20000000,5.4,216197492,92
'Adventure',105000000,6.3,31327899,105
'Action',27000000,7.9,7390108,102
'Action',50000000,6.5,288383523,125
'Action',57000000,5.5,202466756,116
'Mystery',2479000,6,5380251,108
'Western',5000000,7.5,44349000,164
'Comedy',55000000,6.7,53187659,108
'Animation',15000000,7.5,21888598,108
'Thriller',35000000,6.6,709709780,144
'Crime',55000000,7.5,100523181,102
'Adventure',35000000,6.3,115772733,119
'Drama',60000000,7.5,3897569,105
'Comedy',55000000,6.1,1123746996,154
'Adventure',85000000,6,836297228,150
'Adventure',60000000,8.1,272742922,119
'Crime',28000000,6.3,415440673,126
'Action',26000000,6.1,148412065,94
'Animation',100000000,6.7,209196298,124
'Crime',78000000,6.4,351692268,131
'Comedy',40000000,6.2,236350661,107
'Action',40000000,6.1,158468292,104
'Action',115000000,6.7,788679850,130
'Drama',45000000,6.5,363164265,107
'Animation',200000000,6.2,373062864,107
'Drama',15000000,7.1,626137675,130
'Drama',25000000,6.6,207283925,106
'Western',14000000,6.8,296339527,104
'Horror',10000000,5.6,240159255,95
'Comedy',37000000,6.8,407711549,133
'Drama',110000000,6.3,459359555,104
'Crime',30000000,6.2,229074524,129
'Comedy',18000000,5.9,312242626,107
'Drama',5000000,7.1,353624124,132
'Fantasy',13000000,7.1,476684675,103
'Science Fiction',20000000,5.7,368780809,92
'Science Fiction',26000000,5.8,300228084,97
'Thriller',13300000,6.1,44000000,119
